Timestamp,Frame_Number,Detected_Letter,Confidence,Current_Word,Sentence,Hand_Position,Processing_Time_Ms
2025-12-03 13:47:55.624,162,2,0.35,2,,"(438, 315)",13.55
2025-12-03 13:47:58.254,228,2,0.34,22,,"(412, 249)",13.07
